timestamp_utc,status,backend,circuit,qubits,layers,parameter_count,n_circuit_params,precision,random_seed,batches,warmup_steps,steps,evaluations_per_step,energy,grad_json,grad_l2_norm,grad_max_abs,time_mean_s,time_median_s,time_std_s,time_min_s,time_max_s,step_times_s_json,gpu_before_device_mib,gpu_after_warmup_mib,gpu_peak_observed_mib,gpu_delta_observed_mib,host_rss_before_mib,host_rss_after_mib,host_peak_rss_mib,error
2026-08-25T15:30:42.290899+00:00,ok,aer_simulator_gpu,ra-hea,4,8,32,32,float64,42,1,1,10,65,-0.2637870746286264,"[-0.6761627253818304,-0.12929613700411435,0.04580614406585426,-0.6672907981319652,0.14852315457178908,0.1520387641185118,0.7010429427010776,0.47541558868805694,-0.07980221373000906,0.5498573758273613,0.7218740700602874,0.14097520675567343,-0.43517446825587514,-0.5821436677684283,-0.9506220569560846,0.4103039802159467,0.3601967608769838,-0.0964721862461222,0.13383853879848528,0.3904504498458368,-0.39213791964334854,-0.14007744426439206,-1.0997426956587462,0.65628771679417,0.5688536519678806,-0.029141190592735178,-0.2318246240261614,0.5329775363940967,0.3723128323660837,0.015311590935970676,0.4949191143986198,-0.34554306022399345]",2.7243961143993345,1.0997426956587462,0.2759631380089559,0.2730368209304288,0.009628538315416263,0.26661226199939847,0.29782364307902753,"[0.268985896022059, 0.27431366697419435, 0.2745526389917359, 0.2846119480673224, 0.29782364307902753, 0.2851944960420951, 0.26661226199939847, 0.27175997488666326, 0.2682668360648677, 0.267510017962195]",0.0,428.0,428.0,428.0,436.94140625,565.58984375,565.58984375,
2026-08-25T15:30:47.845779+00:00,ok,aer_simulator_gpu,ra-hea,6,8,48,48,float64,42,1,1,10,97,0.18064414893101055,"[-0.19265224050709404,0.5729638482291409,0.4797834926911375,-0.7104837285110195,0.035264348877389634,0.899249009047377,-0.23029731800001735,0.27998662289248444,-0.048530059841526224,0.021879059379558405,-0.4162938334925936,0.5474278040787022,-0.004658503684534354,0.19956874475111383,-0.0817092033227333,-0.25455130381473806,0.22604020555737853,0.05070983755259684,-0.34420212194114885,0.12174984164675295,-0.01577485972568604,-1.0547387558810706,-0.37162403316195536,0.40882746382391033,1.0932471364651795,-0.9227119740764119,-0.49239760606165767,-0.2805512273699375,0.33907369452267044,-0.30002805219786705,0.7779631903507895,0.8710433287485009,-0.14261942201683292,0.6385407975829365,0.10970902736519948,-0.021638820715466883,0.32914981147601813,-0.38697539893168464,-0.14640965189652924,-0.7740221452618664,-0.17655995485944015,0.06737084966111863,-0.20532167933487397,-0.5707010968256143,-1.0460590530750955,-0.33296886602338627,0.23640133590093287,-0.2417062605789454]",3.3485293836910817,1.0932471364651795,0.5045628294115886,0.5087545075220987,0.012377575746440148,0.48787606903351843,0.5249143099645153,"[0.4930114800808951, 0.4893358590779826, 0.4921679189428687, 0.48787606903351843, 0.5101726290304214, 0.5184658439829946, 0.5106188249774277, 0.5117289730114862, 0.5073363860137761, 0.5249143099645153]",428.0,428.0,428.0,0.0,565.6015625,567.28125,567.28125,
2026-08-25T15:30:57.012907+00:00,ok,aer_simulator_gpu,ra-hea,8,8,64,64,float64,42,1,1,10,129,0.3773330608871941,"[0.12249113867576611,0.001172028549624629,0.07835276476171535,0.15004332951551622,-0.3365537156608422,0.4819744693833765,0.27394800699944566,0.07081792477698179,-0.035398655448481614,0.1246038080892464,0.4233758454518338,0.22577995852160232,0.36521220479188476,-0.0033124503209905898,0.35795919750859523,-0.25739991208604335,0.07960251766095869,-0.06687228486206828,-0.22408820552160558,0.0586862326986215,0.26276703806978435,0.018623223843230216,-0.5154024918541678,-0.02319360865815092,0.0598688259094395,-0.11398542484213489,-0.07455575301537122,0.3406970054212182,-0.5529766847057037,-0.20807940098167235,-0.01063803912505372,0.09718525299734962,-0.11339527764431812,0.28325025913835594,-0.6062807426019123,-0.387458404453332,-0.5333262789100788,0.045027383365212774,0.41342978336950265,0.09860019701050396,-0.307644083822031,-0.12722185330267127,0.0542236316441804,0.14567022259161,-0.2791228947702884,0.10401861252076258,0.025725441002572902,0.2566410948209096,-0.05480486762109213,-0.3152366401625524,0.6949306540227429,0.0017277033890217564,-0.19718387548687372,0.005302100992181535,0.22173101860051644,-0.08405015812767588,0.07018407054256914,-0.04811004468027022,-0.05401985450936135,0.050554690872947006,0.1468774701399418,0.012496202585135258,0.27586935278615676,-0.18226728699135802]",2.0330572645917413,0.6949306540227429,0.831018739787396,0.8314987544436008,0.011168003958174433,0.809902784996666,0.8464995960239321,"[0.8188755959272385, 0.8356767479563132, 0.8303119450574741, 0.8310380979673937, 0.8204490969656035, 0.844287776038982, 0.8464995960239321, 0.809902784996666, 0.8411863460205495, 0.8319594109198079]",428.0,428.0,428.0,0.0,567.28125,568.7890625,568.7890625,
2026-08-25T15:31:04.123111+00:00,ok,aer_simulator_gpu,ra-hea,10,8,80,80,float64,42,1,1,5,161,0.03824405852615845,"[0.17350279561048898,-0.11792475605266259,-0.11764139542363566,-0.236212932958997,-0.030465594854049167,-0.18159710451122743,-0.19421174077025471,0.0030817304437069613,0.01864475601861712,0.04095481549819038,-0.00946972970327066,-0.0954828854967425,-0.14717318339107718,0.20882591068793604,-0.030580190144261627,0.36602402230084335,-0.24659700416680835,-0.0747514109304727,0.08054694448950904,-0.2137760669992612,-0.15022503450794686,-0.22907812477861939,0.12993993646580398,-0.11389973893069515,0.08859114367458945,-0.19111034627819884,0.15554919088054991,0.07687567699785156,0.06655341118236463,0.07494998501818195,-0.2663756452230639,0.07762279045592663,0.20261069909967108,-0.17912863130662615,0.26146354216198253,-0.13529050728806538,0.12675894557640202,0.028988514843481555,0.1740560348347442,-0.4060111858478176,-0.054225443091862766,-0.1701341521116013,0.03195614141151039,0.11493163116786795,0.06574532570979347,-0.1751475105062808,-0.16653705850893183,0.24663603064432937,-0.0861629969667512,0.03998832279101335,0.2524746970992825,-0.1876046651705111,-0.028575136148667298,-0.11478231872674372,-0.1429922559604792,0.0040064795297488215,-0.09707701430386312,-0.16580497596302077,-0.04859098261486115,-0.0014667502419227242,-0.1749201339225281,0.3218987639306708,-0.22291508807485721,0.313661094732416,-0.17337287126940112,0.05586716777952025,-0.050412802131147696,-0.12507019928377255,-0.06874530050284651,0.18014983514872632,-0.08619946143680635,0.018829793169668436,0.056652967464499784,0.02770724709970979,-0.04396565403931288,0.05100866680472592,-0.09024387567255661,-0.0493731053548664,0.0007236774002105928,0.05354131085442306]",1.3803940348898787,0.4060111858478176,1.1803921662271022,1.187538582016714,0.017556148875543232,1.1472702290629968,1.1962823619833216,"[1.1472702290629968, 1.1787414510035887, 1.1962823619833216, 1.187538582016714, 1.1921282070688903]",428.0,428.0,428.0,0.0,568.79296875,569.26171875,569.26171875,
2026-08-25T15:31:13.795350+00:00,ok,aer_simulator_gpu,ra-hea,12,8,96,96,float64,42,1,1,5,193,-0.08845603896451237,"[0.0963476603674333,-0.12850554822733784,-0.06896087109652517,0.07189590216152686,0.18020835911747662,0.0461528498926395,-0.02696489812270455,0.1504388516519617,0.04126607568222822,0.041596610608546344,0.057041306169264935,0.12507759123596146,-0.07670689501348212,-0.0006440750944968487,-0.1552207565144165,-0.19127006870529922,-0.10472360337187368,0.06216311205043476,-0.32951358472011943,0.2631576580637477,-0.12092960535527644,-0.023045080003089087,-0.00048193272332706493,-0.070576845481305,-0.04954294388888752,-0.04359680455884121,-0.08148124226112095,0.006010855608000982,0.03919925027067161,0.07870037160680762,0.027373952155162605,0.016104107452722755,0.11183198620524375,0.04821080968353551,0.02843461164595538,0.1057460286688036,0.07775752706004109,-0.15124128800165307,-0.015303650491209022,0.05445716627614093,-0.0780833916211983,-0.03721368099889733,-0.08490142092122477,0.22233632781772164,0.11666104913605574,0.061564606485849174,0.06475439819499543,-0.1969584075622945,0.1469607640887816,0.14975456436284085,0.07215841270471898,0.03875743231526754,0.11594368272768033,0.02782604946501989,-0.09556944768488973,-0.04317989890266403,-0.06627057417340335,0.0331027378636926,0.05692742231220825,0.14695003602991366,-0.05307992199001453,-0.15628847401110207,-0.21590800489277462,0.03278078453998416,0.08239874739496614,0.09784335556504484,0.01009202258391984,-0.16353066441883196,-0.0018103018921816656,0.012910665425077957,0.07110340857366144,-0.11182396224528815,0.012022629268954518,0.021968416133270906,0.0030312313571222594,0.013698070584571205,-0.008824575457395484,0.10744619305777028,0.05807759810489934,-0.07058616479271212,-0.0585295251685048,0.012503731343683044,0.08236592183541935,0.017572921311503092,0.01743505363448577,0.005073041409720459,0.13751941794971909,-0.38607165910626445,0.01026227682453932,-0.09450372484987526,0.041290711363004794,-0.04999442831495547,0.0007172632691018338,-0.01679369312427871,-0.031561984539022495,-0.048154134246946645]",1.028274182743647,0.38607165910626445,1.6108967083971948,1.6051726599689573,0.009036965165017414,1.6014050130033866,1.6222862659487873,"[1.604194849031046, 1.6222862659487873, 1.6051726599689573, 1.6214247540337965, 1.6014050130033866]",428.0,428.0,428.0,0.0,569.26171875,569.48046875,569.48046875,
2026-08-25T15:31:26.402816+00:00,ok,aer_simulator_gpu,ra-hea,14,8,112,112,float64,42,1,1,5,225,-0.14616196710350032,"[-0.036459188527454264,-0.1141510190920781,-0.050597817728918935,-0.05603800664344386,0.12850232823315536,0.0027809560531916536,0.11025167176975133,0.019908156723444093,0.0975044929212279,0.009543700981177712,-0.010534898778490799,0.02578521773305195,0.07611487362593128,0.08300462827103632,0.007488476338956766,0.011811654498974172,-0.06703308628989599,-0.10303180031347273,0.09383423756597081,-0.14666881254160047,-0.007822639519355204,-0.04526322620201742,0.16129604410560974,0.0569447427413102,0.020353187465308287,-0.03428336112882839,0.09432928870057083,0.04751775203354383,-0.009853095110321106,-0.11239783581851252,0.04047630163327627,0.05802657850271561,0.0005416629452931476,0.07949396243203795,-0.2616413828379616,-0.048672299288062895,0.04540565568076947,-0.02157743958543281,-0.025576700532726517,0.08706365770091276,-0.10852227581008929,-0.06101890694407307,-0.05727792459262169,0.031335227722517206,-0.034701796823800174,-0.03186369036414038,-0.0804700957201886,0.010121734543817082,0.04787567246735441,0.016742329106968788,0.007527974206693756,-0.12033532196807648,-0.0017274492206478115,-0.04089184135110296,-0.04103759043030371,0.01313444736115238,-0.015266611949903024,-0.08098753355264844,0.011917754788159221,-0.0684732143191322,-0.11201775495117224,-0.12311160832587538,0.04612307844605964,0.057984197538019755,-0.09830882895375699,-0.004730144823863372,0.044915649941200154,-0.03949588593397273,0.0816177261951111,-0.07203330823707299,0.050651169158260956,-0.04946168835521825,0.015481782749062277,0.07847448189232031,0.10701303224717088,0.14381568495031763,-0.09851810852224581,-0.04369102466023238,-0.016235011408750485,0.011816546014951995,0.0719761542203853,-0.05077631558311205,0.07351821125930645,0.038822200746070214,-0.08438485386509684,-0.12431969896585099,0.0017180144414452175,0.029919601902794843,-0.14272662900362007,0.1431927962208692,-0.011177919138397134,-0.022632430254810973,-0.03179085482946874,0.023349808014506833,-0.02880364647897401,-0.17227302038384298,0.06796356232289119,0.013071049963975262,-0.008874713900997935,0.0630152521113806,0.039645091741199595,0.06541702016603886,0.00871442724881194,0.2630397652390857,-0.008177189232195443,-0.028967715625791562,0.03952775191375241,-0.04914886086815048,0.04712878145524026,0.09908009326763577,0.06065371728942115,0.05670918759198652]",0.813484882693366,0.2630397652390857,2.1002485635923223,2.104451118968427,0.008914842655847736,2.086939579923637,2.1119688970502466,"[2.104451118968427, 2.0933828740380704, 2.1119688970502466, 2.1045003479812294, 2.086939579923637]",428.0,428.0,428.0,0.0,569.484375,569.578125,569.578125,
2026-08-25T15:31:37.673405+00:00,ok,aer_simulator_gpu,ra-hea,16,8,128,128,float64,42,1,1,3,257,-0.21794840756555287,"[-0.01671896547344308,0.06133104995485909,-0.036404991511639964,-0.04756383444473962,0.003525980840185655,0.06168745502022342,0.02843480030590468,-0.050809050364780825,0.29904232079645127,0.11179451776059442,0.006500661788370818,0.0641539247628529,0.11552455572019135,0.053064069850881884,0.08097316385854589,-0.020360230113673577,-0.05587008450978129,-0.04264128916176918,-0.02786736569902007,0.0644726395050345,0.07627650930033475,-0.09106403840949483,0.07078603357606121,0.2905747748516653,0.023321709358987842,-0.15968616139966033,0.06246875514372341,-0.08707910427316641,0.1280831927868114,-0.015075345460698275,0.04266408514215042,0.01929905839003966,0.12276993056714053,0.0017254829969716723,0.0008878601568362843,-0.09973351861985902,0.00015027371832534997,0.07650839635567408,0.03883866721747563,0.02621220856374356,0.03218922186708985,-0.01684400965102366,0.08513461301986339,-0.009957291494205586,0.019351123899684644,-0.04687348562557123,0.013114863771674909,-0.012247073049747842,0.027717127969886124,0.010784114762507901,-0.021064204061359587,0.2167477902971981,0.14455939644085086,-0.05368996382873084,0.05874589704425871,0.05490141064972849,0.06634400111695013,0.017350693392314986,0.007458608880150638,0.05269506330402171,0.017117707754958536,0.01156331581448826,0.0014160318892709883,-0.009895297850107204,0.04391041657936076,-0.028153517070573064,-0.008487525813950375,0.015466083994844573,-0.04970043781554474,-0.07415820302474574,-0.041972049583892876,0.21641581603002363,-0.02538728989201279,-0.03214329356905149,0.21994453462630342,0.0388523325490759,-0.07651048258015601,-0.03733718411577508,0.047804003943602486,0.05588763657724999,0.06243316896304471,-0.05139911764798408,0.008273967896795478,0.052089517828682305,-0.04404737549145134,-0.22350156643885294,-0.08694264482283431,0.08777596682108631,-0.03411125340726709,-0.2542989380459037,0.12817465660855662,-0.03374573221247916,0.03198588334637202,-0.007265622327988719,0.008656933213967169,0.023324386720111237,0.013637683060237438,-0.0061057928137369655,-0.09148725238045047,0.01577413859505017,-0.0462447745447688,-0.05381229067186351,-0.03912187813667419,-0.18123612657051857,0.019032091610167307,-0.048842024950793095,0.18340940056665836,0.07240596799760386,-0.05092461330073908,0.010339270793444974,-0.03270400748247013,0.010703384081101566,-0.014196481177243647,-0.03370982847439713,-0.028180190856472664,-0.007196664056128815,0.003466507877347605,-0.06304889255696927,0.01784855863069809,-0.023548268578711062,-0.10916153272563539,-0.10272161727077156,-0.16307388707711434,0.019583978434536645,0.000545748441620808,-0.03176429925224389,0.0014846485931503395,0.029131553126809193]",0.9394613980433855,0.29904232079645127,2.815867494326085,2.813940924941562,0.0068147173097483724,2.8086529549909756,2.825008603045717,"[2.825008603045717, 2.8086529549909756, 2.813940924941562]",428.0,428.0,428.0,0.0,569.578125,574.28125,574.28125,
2026-08-25T15:31:52.755220+00:00,ok,aer_simulator_gpu,ra-hea,18,8,144,144,float64,42,1,1,3,289,0.6031343433261938,"[0.006181711801951539,0.05077625590031515,-0.06322975346058246,0.022978430407405548,0.019509776581006055,0.004336488327354393,0.0572659719531505,0.08429882094867619,0.1874874388910292,0.06283727068846484,-0.07599184976312079,0.08239124653191132,0.009608782074185973,0.02257964331657325,0.04290440151597935,-0.009452500090733618,-0.013021238254177392,0.0015094803434624882,0.05640818334479164,-0.09443749299351206,0.07316564279855436,0.09451039754823193,0.00800605124034759,0.0035036797838673417,-0.040765449685498084,0.03250841016946168,0.10189031567660212,-0.0021846177060719507,-0.09540990767788121,-0.045004983986968505,0.06777230146716368,0.0004917773252073876,-0.017276542342263168,0.06187077416373363,0.016325458700763518,0.015179720441803324,-0.00011515461429778551,0.04897695611427938,-0.037528961173164455,0.03557470413741093,-0.04896565507144118,-0.10765646668386594,0.13505246672438453,-0.11320360729386139,-0.028704970517826223,-0.008253718097088886,0.11001358647221537,-0.08514743640273673,-0.018184602905230773,0.011252306930139733,0.0215384656377427,-0.07283065987416948,-0.021962663276723193,-0.08403630229248968,0.01499004241866253,-0.036004393903263765,0.025372370658192978,0.06265759383258326,0.032530399630153806,0.29077570783876333,-0.030010432315313806,0.1315390589362513,-0.06718593311539103,0.02308986389238865,0.1485256372501361,0.13954731785754587,-0.03293022786934896,-0.007970419570032194,-0.0391896406999081,0.007422985911990088,-0.05818976831441136,0.030145720681907684,0.05312839976176814,-0.024528285286669838,0.025421365863018353,0.019540801964094245,-0.06887009732323934,0.2083961057748369,0.12373965328789863,-0.056628661661852875,0.0436100374243833,0.14942018039741328,0.06754515538741357,-0.012907378702089967,0.006101042234015086,-0.034696329374373,0.015889538151600713,0.03400308171310562,0.0012909443311026614,-0.005696769477467445,0.01946926352543299,-0.04634464703397295,0.09855256176408989,0.15476036193714765,-0.028071145674729736,0.05843346329972435,0.07065912906715024,-0.03553114832512547,-0.12944224773074692,0.022873218979206078,0.011879460877195602,0.062079180247759935,0.017758126011704956,-0.2264410106380782,-0.04682002960987858,-0.005516249832595355,-0.020391214947542646,-0.07319200290091593,-0.0027378593407204055,-0.14015522662886223,0.20172518233262474,0.041897243965032,0.03734334758885485,0.20551621175825474,0.029751098455029545,0.013954697380437586,-0.043874509690778024,-0.054176108562076275,0.03958505808198698,0.014129001295163812,0.01080045155612519,0.05349429745180906,-0.039522543662217524,0.0006710379947468814,-0.005547367719743346,-0.01057725980041846,-0.0055990023268523426,-0.1800670667482892,-0.20289511980297137,0.35069339093171537,0.08849244431504003,-0.04761982330878162,0.044244251590515316,-0.19893709572384927,0.2691355205448629,-0.1049458655322596,-0.0014961186948316274,-0.04400108058870361,-0.028980258117468294,0.06705035658490782,0.026971485728687183,-0.01270111929036144,0.02684204361358894,-0.002052527878834365]",1.033847458240025,0.35069339093171537,3.766872081284722,3.7668692469596863,0.0030340795295529734,3.763157525914721,3.7705894709797576,"[3.763157525914721, 3.7668692469596863, 3.7705894709797576]",428.0,428.0,428.0,0.0,574.28515625,574.875,574.875,
2026-08-25T15:32:16.562267+00:00,ok,aer_simulator_gpu,ra-hea,20,8,160,160,float64,42,1,1,3,321,0.033727665114380814,"[0.021277505450555293,0.1215241006075673,-0.03663741570459934,-0.08459500890409012,-0.02188041936613587,0.06855414867639226,0.09776599140419831,-0.032047371208536984,-0.0184249021532497,0.016321082455062322,0.05787908308110246,0.027566013900708747,-0.03923297758079965,0.029131504278494137,-0.1219604415874917,-0.08075635910216794,-0.03361782261405149,-0.02577297078791732,-0.05394784923057912,-0.008028820458314476,0.08728552937598938,-0.05661197759126887,0.07114660200879765,0.09553570264234304,0.023691270599659302,0.008990736552211102,0.03339052274803497,-0.02042729983694622,0.057455784620223195,-0.03782356860625419,0.006192221412121772,-0.060149444174467326,0.018152275526913106,-0.0006587657068535986,-0.07488397220877843,0.013042067327191776,0.07134118526675395,0.04501464559535903,-0.07114166519135737,0.035607211645723544,0.06832950383053954,0.02733045983193587,0.01966829495099009,-0.019567010228171332,0.07185099904774701,-0.00651028314205148,0.04258641289526341,0.03221617331310979,-0.05996832016264324,-0.00954556629283209,-0.03296389707425153,0.08584631420027537,-0.009418036947443899,0.01352388429483157,0.07329505935810607,0.02785528649313737,0.0027795163217744917,-0.13740844406856798,-0.04295663567897755,0.02434061834199737,-0.03560529601324088,0.0769413014965762,-0.00948061199902702,0.0059294235069494335,-0.010652095452453571,0.06748741580760328,0.006004863188830877,-0.09839420245470984,-0.06314586349403802,-0.15569541190357666,-0.08264958069949715,0.046908997494563606,0.01338012477127825,-0.00956910318351553,0.1560993432115624,0.09584844948469269,-0.021920613588563287,-0.03342774055370563,0.2182203519999902,0.057421971932455365,0.03166423605131622,-0.026970816193810514,0.03873333317438309,0.0015982080130516746,0.017490303377613568,0.015153703569407305,0.0719358251967122,0.062103127424727955,-0.055984463464897,-0.028175013012880286,0.020755326201508023,0.0013908210315636458,0.006903534841533481,-0.03483737563690057,0.05037037312747906,0.1034682716748232,-0.22236659894493854,0.09281628063357303,-0.018952047218638864,0.030784918831481156,-0.012027714890964417,-0.055206357289644736,-0.07979682261358538,-0.055471517613267796,-0.007848563744619341,-0.024239295573153793,0.016989090038632505,-0.187473819739359,-0.0445385737679405,0.005204868333904589,0.017980422662257863,-0.007775772564902724,-0.0028445190465597875,0.05355598597079833,-0.030465719277058295,-0.011877986489694077,0.01048712949679783,0.03003346256597096,0.005282590220641779,0.0070423700963830604,-0.030581222315342424,-0.02975054092842384,0.002455142665061926,0.02654725029621662,-0.00798706544836474,-0.026692774142120228,0.022823429797234875,0.04993623771204149,-0.006442039150083139,0.025753833537127947,0.00871890273579556,0.016290393909933126,0.09430242895396099,0.03833099522019965,0.06473786605671202,-0.04369179205804398,-0.06423346680366934,-0.0013597946327076338,-0.08354438638290801,-0.022243140491845444,0.012160731373363832,-0.011532726000269201,0.027745471778087553,-0.009770515642720183,0.002383282361724366,0.028565765884808577,0.0005443760742981155,0.002321993129772673,-0.00043344126652847953,0.013452773241150132,0.09087740971521453,0.02481642434525217,-0.0010056567429015412,0.049879880558067115,-0.04421825905407453,0.041001147714555486,-0.02733974748177878,-0.03547351551329721,-0.00666213473277855,0.006938980243570007]",0.727446926160597,0.22236659894493854,5.950990462326445,5.947749026003294,0.004857318004505073,5.9473661709344015,5.957856190041639,"[5.947749026003294, 5.957856190041639, 5.9473661709344015]",428.0,428.0,428.0,0.0,574.875,575.48046875,575.48046875,
2026-08-25T15:32:56.291752+00:00,ok,aer_simulator_gpu,ra-hea,22,8,176,176,float64,42,1,1,2,353,0.2827309163507246,"[0.04615490935543107,-0.08921260514382047,-0.004766943941261009,-0.02410977878308071,-0.002102411648104402,0.08054162844748504,-0.10734696564461291,-0.004421452222044625,0.017696200410821178,0.051323591213812206,0.1061063689334964,-0.019819464596166403,-0.008807444977657564,-0.015936798226233506,0.12524377811308937,0.042522632539539584,-0.12275624482903552,-0.062282611795771575,0.06758767539659805,-0.06604809675269172,-0.049550231022575913,-0.05509625278408961,0.012062985464835807,0.041040676911080196,0.01902873239887881,0.05680479471831934,0.0008089995708814857,-0.04666203004730907,-0.02666545658855289,0.018252122774674626,-0.07993943253549378,0.17413857268082727,-0.010627589539620869,0.001409130032048428,0.05277296258369206,-0.011345481938164093,0.027344409347131726,-0.08146124041304995,0.09370498831942181,0.10321299664933946,-0.05079345670034824,0.01901426217361807,-0.08118111898088881,-0.026356032329204054,0.013492788527171617,0.007542606082637446,0.019156800363865578,-0.006580171228166454,0.04769439413795161,0.1047948965146919,-0.243656518279858,-0.11465201618507648,0.08438066224981475,0.00011202786203790005,-0.04433437728875436,-0.010192367570539151,0.012579330494702695,0.028302655463784326,-0.051998653988835686,0.03924325867543249,0.08646136127409977,-0.008838001628786507,-0.03332547755537932,-0.040800740463181925,0.032384523853287814,-0.04591970885354629,0.0191389676109332,0.0454390719157825,-0.026798329795797327,-0.037192400977652126,-0.06366040707627431,-0.20809479576123582,0.004032456495800002,0.030093978782385775,-0.1196331320449606,-0.011534236607568471,0.01870979930453673,0.031105977227456616,-0.044844445615164874,0.017745563191033098,-0.0062234954317303415,0.13596915734479273,0.34208694032717074,-0.009102066953693255,-0.06253668476922304,-0.04300151192177035,-0.016459537825621345,-0.028895252224248658,0.006071834940109877,-0.00986895902747878,0.0023337774195321404,0.061275636264408295,0.12092182453186873,0.03567365953022656,0.0017739936991458816,-0.045031978137198114,-0.014629682349904721,0.03418131160825999,0.016126859742164046,0.11136329704919647,0.06885447598542432,-0.015503319831223994,0.010834170926061246,0.008704660993125224,-6.751442780300598e-05,0.014227073475995389,-0.0028064919628591756,0.0772577283163011,-0.017140694640095697,-0.03308704768023116,0.054996356997721874,0.003995962032624312,-0.08806827350386957,0.2592892638054438,0.05815468788858652,-0.07747771581411855,-0.03745386071959342,0.040354218640469175,-0.12286624747085577,-0.0007947481604935192,0.13286594596997853,0.04685572251244938,0.05130914777971296,-0.018574504838240108,-0.033906429031579505,0.025589427709381343,0.02629030819321057,-0.01994925477662407,0.015617366413458678,0.026026961113502972,0.01751879424467817,0.005088627642474336,-0.051136665788103774,0.020220792213363648,0.0901509458570557,-0.0009730548560480806,0.012806827491181824,0.026726637529101094,0.08195539931348769,0.1160577973400985,0.11790326284846431,0.03253462643297811,-0.01584682193183698,0.022097952216112215,0.041444133111707304,0.022574232744435596,-0.08392757411339444,-0.006085440328186836,-0.005784449482294091,0.001615370020061957,0.05908749023670552,0.0072898051529799585,0.006312096739662348,-0.002468329018174009,-0.014104219797344664,0.010986972970757403,0.008739893585308467,0.05743224873432495,-0.01653528943233358,0.07338039978058089,0.0734454314311982,0.06632319192637615,0.0790140776251067,-0.025158599135598286,-0.026221126130963168,0.033202490904189974,0.005791575542680838,-0.04116774278105517,-0.08610425098773519,0.016316204628739478,-0.015649116683625064,-0.08403901218481588,0.0290616692115013,-0.03007342119927693,0.015945186675517253,-0.10678842245908747]",0.8986384134041164,0.34208694032717074,13.35078781703487,13.35078781703487,0.3708775789709762,12.979910238063894,13.721665396005847,"[13.721665396005847, 12.979910238063894]",428.0,428.0,428.0,0.0,575.48046875,575.4921875,575.4921875,
